sequence_id,type,start,end,strand,locus_tag_bakta,gene,flag,product,dbxrefs,name
chromosome,cds,3352374,3352856,-,CS12_03366,ybeL,cds,zinc ribbon-containing protein,"RefSeq:WP_001044880.1, SO:0001217, UniParc:UPI000013A302, UniRef:UniRef100_P0AAT9, UniRef:UniRef50_P0AAT9, UniRef:UniRef90_P0AAT9",ybeL
chromosome,cds,3353091,3355673,+,CS12_03367,leuS,cds,leucine--tRNA ligase,"COG:COG0495, COG:J, EC:6.1.1.4, GO:0000166, GO:0002161, GO:0004823, GO:0005524, GO:0005829, GO:0006429, KEGG:K01869, RefSeq:WP_001340834.1, SO:0001217, UniParc:UPI000013655E, UniRef:UniRef100_P07813, UniRef:UniRef50_P07813, UniRef:UniRef90_P07813",leuS
chromosome,cds,3355688,3356269,+,CS12_03368,lptE,cds,LPS assembly lipoprotein LptE,"COG:COG2980, COG:M, GO:0001530, GO:0009279, GO:0015920, GO:0019867, GO:0043165, GO:1990351, KEGG:K03643, RefSeq:WP_001269673.1, SO:0001217, UniParc:UPI0000134285, UniRef:UniRef100_P0ADC1, UniRef:UniRef50_P0ADC1, UniRef:UniRef90_P0ADC1",lptE
chromosome,cds,3356269,3357300,+,CS12_03369,holA,cds,DNA polymerase III subunit delta,"COG:COG1466, COG:L, EC:2.7.7.7, GO:0003677, GO:0003689, GO:0003887, GO:0006260, GO:0006261, GO:0009360, GO:0030894, GO:0043846, RefSeq:WP_000620535.1, SO:0001217, UniParc:UPI000012CAC5, UniRef:UniRef100_P28630, UniRef:UniRef50_P28630, UniRef:UniRef90_P28630",holA
chromosome,cds,3357302,3357943,+,CS12_03370,nadD,cds,nicotinate-nucleotide adenylyltransferase,"COG:COG1057, COG:H, EC:2.7.7.18, GO:0004515, GO:0005524, GO:0009435, GO:0016779, RefSeq:WP_000838889.1, SO:0001217, UniParc:UPI00001120B4, UniRef:UniRef100_P0A752, UniRef:UniRef50_P0A752, UniRef:UniRef90_P0A752",nadD
chromosome,cds,3357967,3358578,+,CS12_03371,cobC,cds,adenosylcobalamin/alpha-ribazole phosphatase,"EC:3.1.3.73, GO:0005737, GO:0009236, GO:0016791, GO:0043755, RefSeq:WP_001241869.1, SO:0001217, UniParc:UPI0001FB801B, UniRef:UniRef100_A0A0A6RPE5, UniRef:UniRef50_P39701, UniRef:UniRef90_P52086",cobC
chromosome,cds,3358838,3359155,+,CS12_03372,rsfS,cds,ribosome silencing factor,"COG:COG0799, COG:J, GO:0005737, GO:0017148, GO:0042256, GO:0043022, GO:0043023, GO:0090071, RefSeq:WP_001161664.1, SO:0001217, UniParc:UPI000013A2FC, UniRef:UniRef100_P0AAT6, UniRef:UniRef50_P0AAT6, UniRef:UniRef90_P0AAT6",rsfS
chromosome,cds,3359159,3359626,+,CS12_03373,rlmH,cds,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH,"COG:COG1576, COG:J, EC:2.1.1.177, GO:0005737, GO:0006364, GO:0008168, GO:0070038, RefSeq:WP_000776104.1, SO:0001217, UniParc:UPI000013A2FB, UniRef:UniRef100_P0A8I8, UniRef:UniRef50_P0A8I8, UniRef:UniRef90_P0A8I8",rlmH
chromosome,cds,3359657,3361558,+,CS12_03374,mrdA,cds,peptidoglycan DD-transpeptidase MrdA,"COG:COG0768, COG:DM, EC:3.4.16.4, GO:0005886, GO:0006508, GO:0008360, GO:0008658, GO:0009002, GO:0009252, GO:0016020, GO:0030288, GO:0046677, GO:0071555, GO:0071972, KEGG:K05515, RefSeq:WP_000776191.1, SO:0001217, UniParc:UPI0000131389, UniRef:UniRef100_P0AD65, UniRef:UniRef50_P0AD65, UniRef:UniRef90_P0AD65",mrdA
chromosome,cds,3361561,3362673,+,CS12_03375,mrdB,cds,peptidoglycan glycosyltransferase MrdB,"COG:COG0772, COG:D, EC:2.4.99.28, GO:0005886, GO:0008360, GO:0008955, GO:0009252, GO:0015648, GO:0032153, GO:0051301, GO:0071555, KEGG:K05837, RefSeq:WP_000131719.1, SO:0001217, UniParc:UPI000013452B, UniRef:UniRef100_P0ABG7, UniRef:UniRef50_P0ABG7, UniRef:UniRef90_P0ABG7",mrdB
chromosome,cds,3362684,3363772,+,CS12_03376,rlpA,cds,endolytic peptidoglycan transglycosylase RlpA,"COG:COG3087, COG:D, EC:4.2.2.-, GO:0000270, GO:0005886, GO:0008932, GO:0009279, GO:0042834, GO:0043093, GO:0071555, KEGG:K03642, RefSeq:WP_001231430.1, SO:0001217, UniParc:UPI0000134276, UniRef:UniRef100_P10100, UniRef:UniRef50_P10100, UniRef:UniRef90_P10100",rlpA
chromosome,cds,3363839,3365122,+,CS12_03377,dacA,cds,D-alanyl-D-alanine carboxypeptidase DacA,"COG:COG1686, COG:M, EC:3.4.16.4, GO:0000270, GO:0004180, GO:0005886, GO:0006508, GO:0008360, GO:0008658, GO:0008800, GO:0009002, GO:0009252, GO:0030288, GO:0042803, GO:0051301, GO:0071555, KEGG:K07258, SO:0001217, UniParc:UPI000016F5C4, UniRef:UniRef100_P0AEB2, UniRef:UniRef50_P0AEB2, UniRef:UniRef90_P0AEB2",dacA
chromosome,cds,3365232,3365495,+,CS12_03378,ybeD,cds,DUF493 domain-containing protein,"COG:COG2921, COG:T, GO:0005829, RefSeq:WP_000850550.1, SO:0001217, UniParc:UPI000013A2FF, UniRef:UniRef100_P0A8J4, UniRef:UniRef50_P0A8J4, UniRef:UniRef90_P0A8J4",ybeD
chromosome,cds,3365596,3366237,+,CS12_03379,lipB,cds,lipoyl(octanoyl) transferase LipB,"COG:COG0321, COG:H, EC:2.3.1.181, GO:0005737, GO:0009249, GO:0033819, RefSeq:WP_000284027.1, SO:0001217, UniParc:UPI000012E6ED, UniRef:UniRef100_P60720, UniRef:UniRef50_P60720, UniRef:UniRef90_P60720",lipB
chromosome,cds,3366496,3367449,+,CS12_03380,ybeF,cds,YbeF family transcriptional regulator,"COG:COG0583, COG:K, GO:0003677, GO:0003700, GO:0006355, RefSeq:WP_000378026.1, SO:0001217, UniParc:UPI000013A300, UniRef:UniRef100_P30979, UniRef:UniRef50_P30979, UniRef:UniRef90_P30979",ybeF
chromosome,cds,3367658,3368623,+,CS12_03381,lipA,cds,lipoyl synthase,"COG:COG0320, COG:H, EC:2.8.1.8, GO:0005737, GO:0009107, GO:0016992, GO:0046872, GO:0051539, GO:1904047, KEGG:K03644, RefSeq:WP_000042621.1, SO:0001217, UniParc:UPI0001DBDA2F, UniRef:UniRef100_A0A1X9TQX5, UniRef:UniRef50_P60716, UniRef:UniRef90_P60716",lipA
chromosome,cds,3368724,3368927,-,CS12_03382,tatE,cds,deaminated glutathione amidase,"COG:COG1826, COG:U, EC:3.5.1.128, GO:0008320, GO:0033281, GO:0043953, RefSeq:WP_000503931.1, SO:0001217, UniParc:UPI00000540BB, UniRef:UniRef100_P0A843, UniRef:UniRef50_P0A843, UniRef:UniRef90_P0A843",tatE
chromosome,cds,3369056,3369619,-,CS12_03383,tatE,cds,deaminated glutathione amidase,"COG:COG1826, COG:U, EC:3.5.1.128, GO:0008320, GO:0033281, GO:0043953, SO:0001217, UniParc:UPI0000168040, UniRef:UniRef100_P58054, UniRef:UniRef50_P0A843, UniRef:UniRef90_P0A843",tatE
chromosome,cds,3369616,3369843,-,CS12_03384,ybeH,cds,Putative protein YbeH,"SO:0001217, UniParc:UPI0001DB9432, UniRef:UniRef100_A0A0A0GYY9, UniRef:UniRef50_P0DP63, UniRef:UniRef90_P0DP63",ybeH
chromosome,cds,3369936,3370319,+,CS12_03385,crcB,cds,fluoride efflux transporter CrcB,"COG:COG0239, COG:DP, GO:0005886, GO:0016020, GO:0046872, GO:0062054, GO:0140114, RefSeq:WP_000939747.1, SO:0001217, UniParc:UPI00001283EE, UniRef:UniRef100_P37002, UniRef:UniRef50_P37002, UniRef:UniRef90_P37002",crcB
chromosome,ncRNA-region,3370325,3370752,-,,,ncRNA-region,cspA thermoregulator,"RFAM:RF01766, SO:0002168",cspA thermoregulator
chromosome,cds,3370373,3370582,-,CS12_03386,cspE,cds,transcription antiterminator/RNA stability regulator CspE,"BlastRules:WP_000034825, COG:COG1278, COG:K, GO:0003677, GO:0005829, KEGG:K03704, RefSeq:WP_000034825.1, SO:0001217, UniParc:UPI000000023B, UniRef:UniRef100_P0A972, UniRef:UniRef50_P0A972, UniRef:UniRef90_P0A972",cspE
chromosome,cds,3370757,3371317,-,CS12_03387,pagP,cds,lipid IV(A) palmitoyltransferase PagP,"BlastRules:WP_001103094, BlastRules:WP_001784638, EC:2.3.1.251, GO:0009245, GO:0009279, GO:0016746, RefSeq:WP_001103094.1, SO:0001217, UniParc:UPI000000D50D, UniRef:UniRef100_P37001, UniRef:UniRef50_P37001, UniRef:UniRef90_P37001",pagP
chromosome,cds,3371906,3373291,+,CS12_03388,dcuC,cds,anaerobic C4-dicarboxylate transporter DcuC,"COG:C, COG:COG3069, GO:0005886, GO:0015297, GO:0015556, GO:0015740, KEGG:K03326, RefSeq:WP_000955063.1, SO:0001217, UniParc:UPI000012903F, UniRef:UniRef100_P0ABP3, UniRef:UniRef50_P0ABP3, UniRef:UniRef90_P0ABP3",dcuC
chromosome,cds,3373332,3374012,-,CS12_03389,dpiA,cds,two-component response regulator DpiA,"GO:0000156, GO:0003677, GO:0003700, GO:0005737, KEGG:K07702, RefSeq:WP_000126500.1, SO:0001217, UniParc:UPI000012974E, UniRef:UniRef100_P0AEF4, UniRef:UniRef50_P0AEF4, UniRef:UniRef90_P0AEF4",dpiA
chromosome,cds,3373981,3375639,-,CS12_03390,dpiB,cds,sensor histidine kinase DpiB,"EC:2.7.13.3, GO:0000155, GO:0000160, GO:0004673, GO:0005524, GO:0005829, GO:0005886, GO:0006355, GO:0009927, GO:0030288, RefSeq:WP_000939767.1, SO:0001217, UniParc:UPI000012974F, UniRef:UniRef100_P77510, UniRef:UniRef50_P77510, UniRef:UniRef90_P77510",dpiB
chromosome,cds,3376018,3377076,+,CS12_03391,citC,cds,[citrate (pro-3S)-lyase] ligase,"EC:6.2.1.22, GO:0005524, GO:0006101, GO:0008771, GO:0009058, GO:0016747, KEGG:K01910, RefSeq:WP_000467705.1, SO:0001217, UniParc:UPI0000127A3B, UniRef:UniRef100_P77390, UniRef:UniRef50_P77390, UniRef:UniRef90_P77390",citC
chromosome,cds,3377091,3377387,+,CS12_03392,citD,cds,citrate lyase acyl carrier protein 1,"BlastRules:WP_000700679, EC:4.1.3.6, GO:0005737, GO:0006113, GO:0008815, GO:0009346, RefSeq:WP_000700703.1, SO:0001217, UniParc:UPI00001279BD, UniRef:UniRef100_P69330, UniRef:UniRef50_P69330, UniRef:UniRef90_P69330",citD
chromosome,cds,3377384,3378292,+,CS12_03393,citE,cds,citrate (pro-3S)-lyase subunit beta,"EC:4.1.3.34, EC:4.1.3.6, GO:0005737, GO:0006084, GO:0006113, GO:0008815, GO:0009346, RefSeq:WP_370603405.1, SO:0001217, UniParc:UPI0017B7ABE3, UniRef:UniRef100_UPI0017B7ABE3, UniRef:UniRef50_A0A0M9I671, UniRef:UniRef90_A0A2S4S000",citE
chromosome,cds,3378303,3379835,+,CS12_03394,citF,cds,citrate lyase subunit alpha,"EC:2.8.3.10, EC:4.1.3.6, GO:0005737, GO:0006084, GO:0006101, GO:0006113, GO:0008814, GO:0008815, GO:0009346, KEGG:K01643, RefSeq:WP_000192245.1, SO:0001217, UniParc:UPI00005EEDFD, UniRef:UniRef100_C3TJT0, UniRef:UniRef50_P75726, UniRef:UniRef90_P75726",citF
chromosome,cds,3379839,3380390,+,CS12_03395,citX,cds,Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase,"EC:2.7.7.61, GO:0050519, GO:0051191, RefSeq:WP_000550422.1, SO:0001217, UniParc:UPI0000127A4B, UniRef:UniRef100_P0A6G5, UniRef:UniRef50_P0A6G5, UniRef:UniRef90_P0A6G5",citX
chromosome,cds,3380365,3381243,+,CS12_03396,citG,cds,triphosphoribosyl-dephospho-CoA synthase CitG,"EC:2.4.2.52, GO:0005524, GO:0046917, GO:0051191, RefSeq:WP_000062457.1, SO:0001217, UniParc:UPI0000127A40, UniRef:UniRef100_P77231, UniRef:UniRef50_P77231, UniRef:UniRef90_P77231",citG
chromosome,cds,3381294,3382757,+,CS12_03397,citT,cds,citrate/succinate antiporter CitT,"BlastRules:WP_000050323, GO:0005886, GO:0015297, RefSeq:WP_000050323.1, SO:0001217, UniParc:UPI0000127A4A, UniRef:UniRef100_P0AE74, UniRef:UniRef50_P0AE74, UniRef:UniRef90_P0AE74",citT
chromosome,cds,3382871,3383677,+,CS12_03398,rna,cds,ribonuclease I,"EC:4.6.1.21, GO:0003723, GO:0005737, GO:0006401, GO:0008847, GO:0030288, GO:0033897, KEGG:K01169, RefSeq:WP_000643397.1, SO:0001217, UniParc:UPI00000017F6, UniRef:UniRef100_P21338, UniRef:UniRef50_P21338, UniRef:UniRef90_P21338",rna
chromosome,ncRNA-region,3383753,3383861,+,,,ncRNA-region,Enterobacteria rnk leader,"RFAM:RF01771, SO:0000140",Enterobacteria rnk leader
chromosome,cds,3383907,3384317,+,CS12_03399,rnk,cds,nucleoside diphosphate kinase regulator,"GO:0003677, GO:0006354, GO:0032784, GO:0070063, KEGG:K06140, RefSeq:WP_000089731.1, SO:0001217, UniParc:UPI000013440B, UniRef:UniRef100_P0AFW4, UniRef:UniRef50_P0AFW4, UniRef:UniRef90_P0AFW4",rnk
chromosome,cds,3384455,3384544,+,CS12_03400,yldA,cds,small membrane protein YldA,"GO:0005886, RefSeq:WP_000796528.1, SO:0001217, UniParc:UPI00016C8686, UniRef:UniRef100_P0DPN4, UniRef:UniRef50_P0DPN4, UniRef:UniRef90_P0DPN4",yldA
chromosome,cds,3384548,3385786,-,CS12_03401,ybdR,cds,putative zinc-type alcohol dehydrogenase-like protein YbdR,"EC:1.-.-.-, GO:0008270, GO:0016491, RefSeq:WP_000646173.1, SO:0001217, UniParc:UPI000013A2F7, UniRef:UniRef100_P77316, UniRef:UniRef50_P77316, UniRef:UniRef90_P77316",ybdR
chromosome,cds,3386007,3386435,+,CS12_03402,uspG,cds,universal stress protein UspG,"COG:COG0589, COG:T, GO:0004017, GO:0004672, GO:0005737, GO:0006950, GO:0042803, GO:0070733, GO:1902021, RefSeq:WP_000278509.1, SO:0001217, UniParc:UPI0000137CA3, UniRef:UniRef100_P39177, UniRef:UniRef50_P39177, UniRef:UniRef90_P39177",uspG
chromosome,cds,3386556,3388151,-,CS12_03403,ahpF,cds,alkyl hydroperoxide reductase subunit F,"EC:1.8.1.-, GO:0000302, GO:0004791, GO:0005829, GO:0006979, GO:0008785, GO:0009321, GO:0042744, GO:0045454, GO:0050660, GO:0051287, GO:0071949, GO:0102039, RefSeq:WP_000979839.1, SO:0001217, UniParc:UPI00000D0561, UniRef:UniRef100_P35340, UniRef:UniRef50_P35340, UniRef:UniRef90_P35340",ahpF
chromosome,cds,3388366,3388929,-,CS12_03404,ahpC,cds,alkyl hydroperoxide reductase subunit C,"COG:COG0450, COG:V, EC:1.11.1.26, GO:0004601, GO:0005737, GO:0005829, GO:0006979, GO:0008379, GO:0009321, GO:0009970, GO:0016020, GO:0016684, GO:0019290, GO:0032843, GO:0033194, GO:0033195, GO:0042744, GO:0042802, GO:0045454, GO:0102039, KEGG:K24119, RefSeq:WP_000052796.1, SO:0001217, UniParc:UPI000016397D, UniRef:UniRef100_P0AE08, UniRef:UniRef50_P0AE08, UniRef:UniRef90_P0AE08",ahpC
chromosome,cds,3389301,3390047,+,CS12_03405,dsbG,cds,thiol:disulfide interchange protein DsbG,"EC:1.8.4.-, GO:0003756, GO:0030288, GO:0042803, GO:0061077, KEGG:K03805, RefSeq:WP_000913829.1, SO:0001217, UniParc:UPI00001298ED, UniRef:UniRef100_P77202, UniRef:UniRef50_P77202, UniRef:UniRef90_P77202",dsbG
chromosome,cds,3390256,3391158,+,CS12_03406,citR,cds,DNA-binding transcriptional repressor CitR,"GO:0003677, GO:0003700, GO:0006355, RefSeq:WP_000002467.1, SO:0001217, UniParc:UPI0001DC658F, UniRef:UniRef100_A0A1X9TCQ9, UniRef:UniRef50_P77746, UniRef:UniRef90_P77746",citR
chromosome,cds,3391305,3392525,+,CS12_03407,ybdN,cds,putative protein YbdN,"GO:0003824, GO:0071453, RefSeq:WP_000029825.1, SO:0001217, UniParc:UPI00005F09BF, UniRef:UniRef100_A0A037Y2I4, UniRef:UniRef50_P77216, UniRef:UniRef90_P77216",ybdN
chromosome,cds,3392498,3393127,+,CS12_03408,ybdM,cds,putative protein YbdM,"GO:0071453, RefSeq:WP_000502945.1, SO:0001217, UniParc:UPI000013A2F4, UniRef:UniRef100_P77174, UniRef:UniRef50_P77174, UniRef:UniRef90_P77174",ybdM
chromosome,cds,3393128,3394288,-,CS12_03409,ybdL,cds,methionine-oxo-acid transaminase,"BlastRules:WP_000183907, EC:2.6.1.88, GO:0005737, GO:0009058, GO:0010326, GO:0016212, GO:0030170, GO:0042803, RefSeq:WP_000183907.1, SO:0001217, UniParc:UPI000013A2F3, UniRef:UniRef100_P77806, UniRef:UniRef50_P77806, UniRef:UniRef90_P77806",ybdL
chromosome,cds,3394397,3395485,+,CS12_03410,hcxA,cds,hydroxycarboxylate dehydrogenase HcxA,"BlastRules:WP_001120441, COG:C, COG:COG0371, EC:1.1.1.-, GO:0016491, GO:0016616, GO:0042802, GO:0046872, GO:0047545, RefSeq:WP_001120441.1, SO:0001217, UniParc:UPI000013A2ED, UniRef:UniRef100_P45579, UniRef:UniRef50_P45579, UniRef:UniRef90_P45579",hcxA
chromosome,cds,3395495,3395692,-,CS12_03411,ybdD,cds,putative protein YbdD,"COG:COG2879, COG:S, RefSeq:WP_000460431.1, SO:0001217, UniParc:UPI000013A2EA, UniRef:UniRef100_P0AAS9, UniRef:UniRef50_P0AAS9, UniRef:UniRef90_P0AAS9",ybdD
chromosome,cds,3395875,3397980,-,CS12_03412,cstA,cds,pyruvate/proton symporter CstA,"COG:CE, COG:COG1966, GO:0005477, GO:0005886, GO:0006849, GO:0009267, GO:0015031, GO:0015833, GO:0031669, RefSeq:WP_001043156.1, SO:0001217, UniParc:UPI00001285BD, UniRef:UniRef100_P15078, UniRef:UniRef50_P39396, UniRef:UniRef90_P15078",cstA
chromosome,cds,3398161,3398574,-,CS12_03413,entH,cds,proofreading thioesterase EntH,"COG:COG2050, COG:Q, EC:3.1.2.-, GO:0005829, GO:0009239, GO:0061522, KEGG:K24147, RefSeq:WP_000637953.1, SO:0001217, UniParc:UPI000013A2E9, UniRef:UniRef100_P0A8Y8, UniRef:UniRef50_P0A8Y8, UniRef:UniRef90_P0A8Y8",entH
chromosome,cds,3398577,3399323,-,CS12_03414,entA,virulence,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase EntA","EC:1.3.1.28, GO:0005829, GO:0008667, GO:0009239, GO:0019290, GO:0032991, GO:0042802, RefSeq:WP_000347651.1, SO:0001217, UniParc:UPI0000129FCA, UniRef:UniRef100_P15047, UniRef:UniRef50_P15047, UniRef:UniRef90_P15047, VFDB:VFC0272, VFDB:VFG000934",entA
chromosome,cds,3399323,3400180,-,CS12_03415,entB,cds,enterobactin biosynthesis bifunctional isochorismatase/aryl carrier protein EntB,"BlastRules:WP_001007138, BlastRules:WP_004210873, COG:COG3433, COG:IQ, EC:3.3.2.1, EC:6.3.2.14, GO:0000287, GO:0005737, GO:0008908, GO:0009239, GO:0047527, KEGG:K01252, RefSeq:WP_001007146.1, SO:0001217, UniParc:UPI0001DBD8DE, UniRef:UniRef100_A0A1X9TCS8, UniRef:UniRef50_P0ADI4, UniRef:UniRef90_P0ADI4",entB
chromosome,cds,3400194,3401804,-,CS12_03416,entE,cds,"(2,3-dihydroxybenzoyl)adenylate synthase EntE","BlastRules:WP_000026784, BlastRules:WP_001222445, COG:COG1021, COG:Q, EC:2.5.1.-, EC:2.7.7.58, EC:6.2.1.71, EC:6.3.2.14, GO:0005524, GO:0005829, GO:0008668, GO:0009239, GO:0016020, GO:0016746, GO:0019290, GO:0047527, RefSeq:WP_000026812.1, SO:0001217, UniParc:UPI0000129FD2, UniRef:UniRef100_P10378, UniRef:UniRef50_P10378, UniRef:UniRef90_P10378",entE
chromosome,cds,3401814,3402989,-,CS12_03417,entC,virulence,isochorismate synthase 1,"COG:COG1169, COG:HQ, EC:5.4.4.2, GO:0000287, GO:0008909, GO:0009239, RefSeq:WP_000381303.1, SO:0001217, UniParc:UPI0000129FCC, UniRef:UniRef100_P0AEJ2, UniRef:UniRef50_P0AEJ2, UniRef:UniRef90_P0AEJ2, VFDB:VFC0272, VFDB:VFG000931",entC
chromosome,cds,3403364,3404320,+,CS12_03418,fepB,virulence,ferrienterobactin ABC transporter periplasmic binding protein,"COG:COG4592, COG:P, EC:7.2.2.-, GO:0006974, GO:0015685, GO:0016020, GO:0030288, GO:0033212, GO:0055052, RefSeq:WP_001234311.1, SO:0001217, UniParc:UPI000012A648, UniRef:UniRef100_P0AEL6, UniRef:UniRef50_P0AEL6, UniRef:UniRef90_P0AEL6, VFDB:VFC0272, VFDB:VFG000924",fepB
chromosome,cds,3404324,3405574,-,CS12_03419,entS,virulence,"enterobactin exporter, iron-regulated","GO:0005886, GO:0042930, GO:0042931, KEGG:K08225, RefSeq:WP_001041786.1, SO:0001217, UniParc:UPI000013A2E8, UniRef:UniRef100_P24077, UniRef:UniRef50_P24077, UniRef:UniRef90_P24077, VFDB:VFC0272, VFDB:VFG044165",entS
chromosome,cds,3405685,3406689,+,CS12_03420,fepD,virulence,ferrienterobactin ABC transporter permease,"COG:COG0609, COG:P, EC:7.2.2.-, GO:0005886, GO:0015620, GO:0015685, GO:0016020, GO:0022857, GO:0033212, GO:0033214, GO:0055052, RefSeq:WP_000016947.1, SO:0001217, UniParc:UPI000012A64A, UniRef:UniRef100_P23876, UniRef:UniRef50_P23876, UniRef:UniRef90_P23876, VFDB:VFC0272, VFDB:VFG000926",fepD
chromosome,cds,3406686,3407678,+,CS12_03421,fepG,virulence,iron-enterobactin ABC transporter permease,"COG:COG4779, COG:P, EC:7.2.2.-, GO:0005886, GO:0015620, GO:0015685, GO:0016020, GO:0022857, GO:0033212, GO:0033214, GO:0055052, RefSeq:WP_000640988.1, SO:0001217, UniParc:UPI000012A64C, UniRef:UniRef100_P23877, UniRef:UniRef50_P23877, UniRef:UniRef90_P23877, VFDB:VFC0272, VFDB:VFG000928",fepG
chromosome,cds,3407675,3408490,+,CS12_03422,fepC,virulence,ferrienterobactin ABC transporter ATPase,"COG:COG1120, COG:PH, EC:7.2.2.-, EC:7.2.2.17, GO:0005524, GO:0005886, GO:0015620, GO:0015685, GO:0016020, GO:0016887, GO:0033212, GO:0055052, RefSeq:WP_000140647.1, SO:0001217, UniParc:UPI000012A649, UniRef:UniRef100_P23878, UniRef:UniRef50_P23878, UniRef:UniRef90_P23878, VFDB:VFC0272, VFDB:VFG000925",fepC
chromosome,cds,3408487,3409620,-,CS12_03423,fepE,virulence,LPS O-antigen length regulator,"COG:COG3765, COG:M, GO:0004713, GO:0005886, GO:0009103, GO:0015620, GO:0015685, GO:0016020, RefSeq:WP_000096707.1, SO:0001217, UniParc:UPI0001DBD8DD, UniRef:UniRef100_A0A0A6T1S9, UniRef:UniRef50_P26266, UniRef:UniRef90_P26266, VFDB:VFC0272, VFDB:VFG000927",fepE
chromosome,cds,3409836,3413717,-,CS12_03424,entF,virulence,"enterobactin synthase multienzyme complex component, ATP-dependent","COG:COG3319, COG:Q, EC:6.3.2.14, GO:0003824, GO:0005524, GO:0005829, GO:0005886, GO:0009058, GO:0009239, GO:0009366, GO:0016779, GO:0031177, GO:0043041, GO:0047527, RefSeq:WP_000077805.1, SO:0001217, UniParc:UPI0000129FD4, UniRef:UniRef100_P11454, UniRef:UniRef50_P11454, UniRef:UniRef90_P11454, VFDB:VFC0272, VFDB:VFG000930",entF
chromosome,cds,3413714,3413932,-,CS12_03425,ybdZ,cds,enterobactin biosynthesis protein YbdZ,"BlastRules:WP_000885798, COG:COG3251, COG:Q, GO:0005829, GO:0009239, GO:0019290, RefSeq:WP_000885798.1, SO:0001217, UniParc:UPI000013A2F8, UniRef:UniRef100_P18393, UniRef:UniRef50_P18393, UniRef:UniRef90_P18393",ybdZ
chromosome,cds,3413935,3415137,-,CS12_03426,fes,virulence,enterobactin/ferric enterobactin esterase,"COG:COG2382, COG:P, EC:3.1.1.-, EC:3.1.1.108, GO:0005506, GO:0005737, GO:0008849, GO:0033214, GO:0046214, KEGG:K07214, RefSeq:WP_000125843.1, SO:0001217, UniParc:UPI000016F5BB, UniRef:UniRef100_P13039, UniRef:UniRef50_P13039, UniRef:UniRef90_P13039, VFDB:VFC0272, VFDB:VFG044159",fes
chromosome,cds,3415380,3417620,+,CS12_03427,fepA,virulence,ferrienterobactin outer membrane transporter,"COG:COG4771, COG:P, GO:0006879, GO:0009279, GO:0015344, GO:0015620, GO:0015685, GO:0016020, GO:0019904, GO:0022834, GO:0030313, GO:0033214, GO:0038023, GO:0042912, GO:0042914, GO:0042930, GO:0042931, GO:0044718, GO:1902495, GO:1903981, RefSeq:WP_001034916.1, SO:0001217, UniParc:UPI0000673C77, UniRef:UniRef100_A0A037YHW8, UniRef:UniRef50_P05825, UniRef:UniRef90_P05825, VFDB:VFC0272, VFDB:VFG000923",fepA
chromosome,ncRNA,3417695,3417736,+,CS12_03428,ES036,ncRNA,ES036 (CssrF) sRNA,"RFAM:RF02751, SO:0000655",ES036
chromosome,IS_ir,3418513,3418548,,,,IS_ir,,,IS4_ir
chromosome,,3418513,3419877,-,,,IS,,,IS186B
chromosome,cds,3418534,3418674,-,CS12_03429,tnp,cds,IS4 family IS186B transposase,"GO:0004803, SO:0001217, UniParc:UPI0001A5BC90, UniRef:UniRef100_A0A1B1IKF1, UniRef:UniRef50_P0CF91, UniRef:UniRef90_A0A1B1IKF1",tnp
chromosome,cds,3418697,3419809,-,CS12_03430,tnp,cds,IS4 family IS421 transposase,"GO:0003677, GO:0004803, GO:0006313, IS:IS421, RefSeq:WP_001300563.1, SO:0001217, UniParc:UPI000012D6A8, UniRef:UniRef100_P0CF91, UniRef:UniRef50_P0CF91, UniRef:UniRef90_P0CF91",tnp
chromosome,IS_ir,3419842,3419877,,,,IS_ir,,,IS4_ir
chromosome,cds,3419886,3420137,-,CS12_03431,hokE,cds,Toxic protein HokE,"GO:0005886, GO:0006974, KEGG:K18922, SO:0001217, UniParc:UPI000016EEAD, UniRef:UniRef100_P77091, UniRef:UniRef50_P77091, UniRef:UniRef90_P77091",hokE
chromosome,ncRNA,3420030,3420185,-,CS12_03432,sok,ncRNA,sok antitoxin (CssrC),"RFAM:RF01794, SO:0000655",sok
chromosome,cds,3420491,3421609,+,CS12_03433,ybdK,cds,YbdK family carboxylate-amine ligase,"COG:COG2170, COG:O, EC:6.3.2.2, GO:0004357, GO:0005524, GO:0016879, GO:0042398, GO:0042803, KEGG:K06048, RefSeq:WP_001130654.1, SO:0001217, UniParc:UPI000013A2F2, UniRef:UniRef100_P77213, UniRef:UniRef50_P77213, UniRef:UniRef90_P77213",ybdK
chromosome,composite transposon,3421683,3439179,,,,cn,predicted cn,MobileElementFinder_inferred,cn_17496_IS26
chromosome,IS_ir,3421684,3421697,,,,IS_ir,,,IS26_ir
chromosome,,3421684,3422503,+,,,IS,,,IS26
chromosome,cds,3421747,3422451,+,CS12_03434,tnp,cds,IS6 family IS15DIV transposase,"COG:COG3316, COG:X, GO:0004803, IS:IS15DIV, RefSeq:WP_001067855.1, SO:0001217, UniParc:UPI0000003DD8, UniRef:UniRef100_A0A6H1PZP7, UniRef:UniRef50_Q573Q1, UniRef:UniRef90_A0A6H1PZP7",tnp
chromosome,IS_ir,3422490,3422503,,,,IS_ir,,,IS26_ir
